car_id,model
2186,Nitro
2187,Nitro
2188,Nitro
2189,Nitro
2190,Nitro
2191,Nitro
2192,Nitro
2193,Nitro
2194,Nitro
2195,Nitro
2196,NX
2197,NX
2198,NX
2199,NX
2200,NX
2201,NX
2202,Omni
2203,Outback
2204,Outback
2205,Outback
2206,Outback
2207,Outback
2208,Outback
2209,Outback
2210,Outback
2211,Outback
2212,Outback
2213,Outback
2214,Outback
2215,Outback
2216,Outback
2217,Outback
2218,Outback
2219,Outback
2220,Outback
2221,Outback
2222,Outback
2223,Passat
2224,Passat
2225,Passat
2226,Passat
2227,Passat
2228,Passat
2229,Passat
2230,Pathfinder
2231,Pathfinder
2232,Pathfinder
2233,Pathfinder
2234,Pathfinder
2235,Pathfinder
2236,Pathfinder
2237,Pathfinder
2238,Pathfinder
2239,Pathfinder
2240,Pathfinder
2241,Pathfinder
2242,Pathfinder
2243,Pathfinder
2244,Pathfinder
2245,Pathfinder
2246,Pathfinder
2247,Pathfinder
2248,Pathfinder
2249,Pathfinder
2250,Pathfinder
2251,Pathfinder
2252,Pathfinder
2253,Pathfinder
2254,Pathfinder
2255,Pathfinder
2256,Pathfinder
2257,Pathfinder
2258,Phaeton
2259,Phaeton
2260,Phaeton
2261,Phaeton
2262,Phaeton
2263,Phaeton
2264,Phaeton
2265,Phaeton
2266,Phaeton
2267,Phaeton
2268,Phaeton
2269,Probe
2270,Probe
2271,Probe
2272,Probe
2273,Probe
2274,Probe
2275,Probe
2276,Probe
2277,Quattroporte
2278,Quattroporte
2279,Quattroporte
2280,Quattroporte
2281,Quattroporte
2282,Quattroporte
2283,Quattroporte
2284,Quattroporte
2285,Quattroporte
2286,Quattroporte
2287,Quattroporte
2288,Quattroporte
2289,Quattroporte
2290,R32
2291,R32
2292,Rabbit
2293,Rabbit
2294,Rabbit
2295,Rabbit
2296,Rabbit
2297,Rabbit
2298,Rabbit
2299,Rabbit
2300,Rabbit
2301,Rabbit
2302,Rabbit
2303,Rabbit
2304,Rabbit
2305,Rabbit
2306,Rabbit
2307,Rabbit
2308,Rabbit
2309,Rabbit
2310,Rabbit
2311,Rabbit
2312,Rabbit
2313,Rabbit
2314,Ram Pickup 1500
2315,Ram Pickup 1500
2316,Ram Pickup 1500
2317,Ram Pickup 1500
2318,Ram Pickup 1500
2319,Ram Pickup 1500
2320,Ram Pickup 1500
2321,Ram Pickup 1500
2322,Ram Pickup 1500
2323,Ram Pickup 1500
2324,Ram Pickup 1500
2325,Ram Pickup 1500
2326,Ram Pickup 1500
2327,Ram Pickup 1500
2328,Ram Pickup 1500
2329,Ram Pickup 1500
2330,Ram Pickup 1500
2331,Ram Pickup 1500
2332,Ram Pickup 1500
2333,Ram Pickup 1500
2334,Ram Pickup 1500
2335,Ram Pickup 1500
2336,Ram Pickup 1500
2337,Ram Pickup 1500
2338,Ram Pickup 1500
2339,Ram Pickup 1500
2340,Ram Pickup 1500
2341,Ram Pickup 1500
2342,Ram Pickup 1500
2343,Ram Pickup 1500
2344,Ram Pickup 1500
2345,Ram Pickup 1500
2346,Ram Pickup 1500
2347,Ram Pickup 1500
2348,Ram Pickup 1500
2349,Ram Pickup 1500
2350,Ram Pickup 1500
2351,Ram Pickup 1500
2352,Ram Pickup 1500
2353,Ram Pickup 1500
2354,Ram Pickup 1500
2355,Ram Pickup 1500
2356,Ram Pickup 1500
2357,Ram Pickup 1500
2358,Ram Pickup 1500
2359,Ram Pickup 1500
2360,Ram Pickup 1500
2361,Ram Pickup 1500
2362,Rogue Select
2363,Rogue Select
2364,Rogue Select
2365,Rogue Select
2366,Rogue
2367,Rogue
2368,Rogue
2369,Rogue
2370,Rogue
2371,Rogue
2372,Rogue
2373,Rogue
2374,Rogue
2375,Rogue
2376,Rogue
2377,Rogue
2378,Rogue
2379,Rogue
2380,Rogue
2381,Rogue
2382,Rogue
2383,Rogue
2384,Rogue
2385,Rogue
2386,Routan
2387,Routan
2388,Routan
2389,Routan
2390,Routan
2391,Routan
2392,Routan
2393,S-10
2394,S-10
2395,S-10
2396,S-10
2397,S-10
2398,S-10
2399,S-10
2400,S-10
2401,S-10
2402,S-10
2403,S-10
2404,S-10
2405,S-10
2406,S-10
2407,S-10
2408,S-10
2409,S-10
2410,S-10
2411,S-10
2412,S-10
2413,S-10
2414,S-10
2415,Shadow
2416,Shadow
2417,Shadow
2418,Shadow
2419,Shadow
2420,Shadow
2421,Shadow
2422,Shadow
2423,Shadow
2424,Shadow
2425,Shadow
2426,Shadow
2427,Shadow
2428,Shadow
2429,Shadow
2430,Shadow
2431,Shadow
2432,Shadow
2433,Shelby GT350
2434,Shelby GT350
2435,Shelby GT350
2436,Shelby GT350
2437,Shelby GT350
2438,Shelby GT350
2439,Shelby GT500
2440,Shelby GT500
2441,Shelby GT500
2442,Shelby GT500
2443,Shelby GT500
2444,Silverado 1500 Classic
2445,Silverado 1500 Classic
2446,Silverado 1500 Classic
2447,Silverado 1500 Classic
2448,Silverado 1500 Classic
2449,Silverado 1500 Classic
2450,Silverado 1500 Classic
2451,Silverado 1500 Classic
2452,Silverado 1500 Classic
2453,Silverado 1500 Classic
2454,Silverado 1500 Classic
2455,Silverado 1500 Classic
2456,Silverado 1500 Classic
2457,Silverado 1500 Classic
2458,Silverado 1500 Classic
2459,Silverado 1500 Classic
2460,Silverado 1500 Classic
2461,Silverado 1500 Classic
2462,Silverado 1500 Classic
2463,Silverado 1500 Classic
2464,Silverado 1500 Classic
2465,Silverado 1500 Classic
2466,Silverado 1500 Classic
2467,Silverado 1500 Classic
2468,Silverado 1500 Classic
2469,Silverado 1500 Classic
2470,Silverado 1500 Classic
2471,Silverado 1500 Classic
2472,Silverado 1500 Classic
2473,Silverado 1500 Classic
2474,Silverado 1500 Classic
2475,Silverado 1500 Classic
2476,Silverado 1500 Classic
2477,Silverado 1500 Classic
2478,Silverado 1500 Classic
2479,Silverado 1500 Classic
2480,Silverado 1500 Classic
2481,Silverado 1500 Hybrid
2482,Silverado 1500 Hybrid
2483,Silverado 1500 Hybrid
2484,Silverado 1500 Hybrid
2485,Silverado 1500 Hybrid
2486,Silverado 1500 Hybrid
2487,Silverado 1500 Hybrid
2488,Silverado 1500 Hybrid
2489,Silverado 1500 Hybrid
2490,Silverado 1500 Hybrid
2491,Silverado 1500 Hybrid
2492,Silverado 1500 Hybrid
2493,Silverado 1500
2494,Silverado 1500
2495,Silverado 1500
2496,Silverado 1500
2497,Silverado 1500
2498,Silverado 1500
2499,Silverado 1500
2500,Silverado 1500
2501,Silverado 1500
2502,Silverado 1500
2503,Silverado 1500
2504,Silverado 1500
2505,Silverado 1500
2506,Silverado 1500
2507,Silverado 1500
2508,Silverado 1500
2509,Silverado 1500
2510,Silverado 1500
2511,Silverado 1500
2512,Silverado 1500
2513,Silverado 1500
2514,Silverado 1500
2515,Silverado 1500
2516,Silverado 1500
2517,Silverado 1500
2518,Silverado 1500
2519,Silverado 1500
2520,Silverado 1500
2521,Silverado 1500
2522,Silverado 1500
2523,Silverado 1500
2524,Silverado 1500
2525,Silverado 1500
2526,Silverado 1500
2527,Silverado 1500
2528,Silverado 1500
2529,Silverado 1500
2530,Silverado 1500
2531,Silverado 1500
2532,Silverado 1500
2533,Silverado 1500
2534,Silverado 1500
2535,Silverado 1500
2536,Silverado 1500
2537,Silverado 1500
2538,Silverado 1500
2539,Silverado 1500
2540,Silverado 1500
2541,Silverado 1500
2542,Silverado 1500
2543,Silverado 1500
2544,Silverado 1500
2545,Silverado 1500
2546,Silverado 1500
2547,Silverado 1500
2548,Silverado 1500
2549,Silverado 1500
2550,Silverado 1500
2551,Silverado 1500
2552,Silverado 1500
2553,Silverado 1500
2554,Silverado 1500
2555,Silverado 1500
2556,Silverado 1500
2557,Silverado 1500
2558,Silverado 1500
2559,Silverado 1500
2560,Silverado 1500
2561,Silverado 1500
2562,Silverado 1500
2563,Silverado 1500
2564,Silverado 1500
2565,Silverado 1500
2566,Silverado 1500
2567,Silverado 1500
2568,Silverado 1500
2569,Silverado 1500
2570,Silverado 1500
2571,Silverado 1500
2572,Silverado 1500
2573,Silverado 1500
2574,Silverado 1500
2575,Silverado 1500
2576,Silverado 1500
2577,Silverado 1500
2578,Silverado 1500
2579,Silverado 1500
2580,Silverado 1500
2581,Silverado 1500
2582,Silverado 1500
2583,Silverado 1500
2584,Silverado 1500
2585,Silverado 1500
2586,Silverado 1500
2587,Silverado 1500
2588,Silverado 1500
2589,Silverado 1500
2590,Silverado 1500
2591,Silverado 1500
2592,Silverado 1500
2593,Silverado 1500
2594,Silverado 1500
2595,Silverado 1500
2596,Silverado 1500
2597,Silverado 1500
2598,Silverado 1500
2599,Silverado 1500
2600,Silverado 1500
2601,Silverado 1500
2602,Silverado 1500
2603,Silverado 1500
2604,Silverado 1500
2605,Silverado 1500
2606,Silverado 1500
2607,Sonic
2608,Sonic
2609,Sonic
2610,Sonic
2611,Sonic
2612,Sonic
2613,Sonic
2614,Sonic
2615,Sonic
2616,Sonic
2617,Sonic
2618,Sonic
2619,Sonic
2620,Sonic
2621,Sonic
2622,Sonic
2623,Sonic
2624,Sonic
2625,Sonic
2626,Spark EV
2627,Spark EV
2628,Spark EV
2629,Spark EV
2630,Spark EV
2631,Spark EV
2632,Spark
2633,Spark
2634,Spark
2635,Spark
2636,Spark
2637,Spark
2638,Spark
2639,Spark
2640,Spark
2641,Spark
2642,Spark
2643,Spark
2644,Spark
2645,Spark
2646,Spark
2647,Spark
2648,Spark
2649,Spark
2650,Spyder
2651,Spyder
2652,Spyder
2653,Spyder
2654,Spyder
2655,Spyder
2656,SRT Viper
2657,SRT Viper
2658,SRT Viper
2659,SRT Viper
2660,SS
2661,SS
2662,SS
2663,SSR
2664,SSR
2665,SSR
2666,Stealth
2667,Stealth
2668,Stealth
2669,Stealth
2670,Stealth
2671,Stealth
2672,Stealth
2673,Stratus
2674,Stratus
2675,Stratus
2676,Stratus
2677,Stratus
2678,Stratus
2679,Stratus
2680,Stratus
2681,Stratus
2682,Stratus
2683,Suburban
2684,Suburban
2685,Suburban
2686,Suburban
2687,Suburban
2688,Suburban
2689,Suburban
2690,Suburban
2691,Suburban
2692,Suburban
2693,Suburban
2694,Suburban
2695,Suburban
2696,Suburban
2697,Suburban
2698,Suburban
2699,Suburban
2700,Suburban
2701,SVX
2702,SVX
2703,SVX
2704,SVX
2705,SVX
2706,SVX
2707,SVX
2708,SVX
2709,Tahoe Hybrid
2710,Tahoe Hybrid
2711,Tahoe Hybrid
2712,Tahoe Hybrid
2713,Tahoe Hybrid
2714,Tahoe Hybrid
2715,Tahoe
2716,Tahoe
2717,Tahoe
2718,Tahoe
2719,Tahoe
2720,Tahoe
2721,Tahoe
2722,Tahoe
2723,Tahoe
2724,Tahoe
2725,Tahoe
2726,Tahoe
2727,Tahoe
2728,Tahoe
2729,Tahoe
2730,Tahoe
2731,Tahoe
2732,Tahoe
2733,Taurus X
2734,Taurus X
2735,Taurus X
2736,Taurus X
2737,Taurus X
2738,Taurus X
2739,Taurus X
2740,Taurus X
2741,Taurus X
2742,Taurus X
2743,Taurus X
2744,Taurus X
2745,Taurus
2746,Taurus
2747,Taurus
2748,Taurus
2749,Taurus
2750,Taurus
2751,Taurus
2752,Taurus
2753,Taurus
2754,Taurus
2755,Taurus
2756,Taurus
2757,Taurus
2758,Taurus
2759,Taurus
2760,Taurus
2761,Taurus
2762,Taurus
2763,Thunderbird
2764,Thunderbird
2765,Thunderbird
2766,Thunderbird
2767,Thunderbird
2768,Thunderbird
2769,Thunderbird
2770,Thunderbird
2771,Tiguan
2772,Tiguan
2773,Tiguan
2774,Tiguan
2775,Tiguan
2776,Tiguan
2777,Tiguan
2778,Tiguan
2779,Tiguan
2780,Tiguan
2781,Tiguan
2782,Tiguan
2783,Tiguan
2784,Tiguan
2785,Tiguan
2786,Tiguan
2787,Tiguan
2788,Tiguan
2789,Tiguan
2790,Tiguan
2791,Tiguan
2792,Tiguan
2793,Tiguan
2794,Tiguan
2795,Tiguan
2796,Tiguan
2797,Titan
2798,Titan
2799,Titan
2800,Titan
2801,Titan
2802,Titan
2803,Titan
2804,Titan
2805,Titan
2806,Titan
2807,Titan
2808,Titan
2809,Titan
2810,Titan
2811,Titan
2812,Titan
2813,Titan
2814,Titan
2815,Titan
2816,Titan
2817,Titan
2818,Titan
2819,Titan
2820,Titan
2821,Titan
2822,Titan
2823,Touareg 2
2824,Touareg 2
2825,Touareg 2
2826,Touareg 2
2827,Touareg 2
2828,Touareg 2
2829,Touareg
2830,Touareg
2831,Touareg
2832,Touareg
2833,Touareg
2834,Touareg
2835,Touareg
2836,Touareg
2837,Touareg
2838,Touareg
2839,Touareg
2840,Touareg
2841,Touareg
2842,Touareg
2843,Touareg
2844,Touareg
2845,Touareg
2846,Touareg
2847,TrailBlazer
2848,TrailBlazer
2849,TrailBlazer
2850,TrailBlazer
2851,TrailBlazer
2852,TrailBlazer
2853,TrailBlazer
2854,TrailBlazer
2855,TrailBlazer
2856,TrailBlazer
2857,Transit Wagon
2858,Transit Wagon
2859,Transit Wagon
2860,Transit Wagon
2861,Transit Wagon
2862,Transit Wagon
2863,Transit Wagon
2864,Transit Wagon
2865,Transit Wagon
2866,Transit Wagon
2867,Transit Wagon
2868,Transit Wagon
2869,Transit Wagon
2870,Transit Wagon
2871,Transit Wagon
2872,Transit Wagon
2873,Transit Wagon
2874,Transit Wagon
2875,Transit Wagon
2876,Transit Wagon
2877,Transit Wagon
2878,Transit Wagon
2879,Transit Wagon
2880,Transit Wagon
2881,Transit Wagon
2882,Transit Wagon
2883,Transit Wagon
2884,Transit Wagon
2885,Transit Wagon
2886,Transit Wagon
2887,Transit Wagon
2888,Transit Wagon
2889,Transit Wagon
2890,Transit Wagon
2891,Transit Wagon
2892,Transit Wagon
2893,Transit Wagon
2894,Transit Wagon
2895,Transit Wagon
2896,Transit Wagon
2897,Transit Wagon
2898,Transit Wagon
2899,Transit Wagon
2900,Transit Wagon
2901,Transit Wagon
2902,Transit Wagon
2903,Transit Wagon
2904,Transit Wagon
2905,Traverse
2906,Traverse
2907,Traverse
2908,Traverse
2909,Traverse
2910,Traverse
2911,Traverse
2912,Traverse
2913,Traverse
2914,Traverse
2915,Traverse
2916,Traverse
2917,Traverse
2918,Traverse
2919,Traverse
2920,Traverse
2921,Traverse
2922,Traverse
2923,Traverse
2924,Traverse
2925,Traverse
2926,Traverse
2927,Traverse
2928,Traverse
2929,Traverse
2930,Traverse
2931,Trax
2932,Trax
2933,Trax
2934,Trax
2935,Trax
2936,Trax
2937,Trax
2938,Trax
2939,Trax
2940,Trax
2941,Trax
2942,Trax
2943,Trax
2944,Trax
2945,Trax
2946,Trax
2947,Trax
2948,Trax
2949,Trax
2950,Trax
2951,Trax
2952,Trax
2953,Tribeca
2954,Tribeca
2955,Tribeca
2956,Tribeca
2957,Tribeca
2958,Tribute Hybrid
2959,Tribute Hybrid
2960,Tribute Hybrid
2961,Tribute Hybrid
2962,Tribute Hybrid
2963,Tribute Hybrid
2964,Tribute Hybrid
2965,Tribute Hybrid
2966,Tribute
2967,Tribute
2968,Tribute
2969,Tribute
2970,Tribute
2971,Tribute
2972,Tribute
2973,Tribute
2974,Tribute
2975,Tribute
2976,Tribute
2977,Tribute
2978,Tribute
2979,Tribute
2980,Tribute
2981,Tribute
2982,Tribute
2983,Tribute
2984,Tribute
2985,Tribute
2986,Tribute
2987,Tribute
2988,Tribute
2989,Tribute
2990,Tribute
2991,Tribute
2992,Tribute
2993,Tribute
2994,Tribute
2995,Tribute
2996,Tribute
2997,Uplander
2998,Uplander
2999,Uplander
3000,Uplander
3001,Uplander
3002,Uplander
3003,Uplander
3004,Uplander
3005,Uplander
3006,Uplander
3007,Uplander
3008,Uplander
3009,Uplander
3010,Uplander
3011,Versa Note
3012,Versa Note
3013,Versa Note
3014,Versa Note
3015,Versa Note
3016,Versa Note
3017,Versa Note
3018,Versa Note
3019,Versa Note
3020,Versa Note
3021,Versa Note
3022,Versa Note
3023,Versa Note
3024,Versa Note
3025,Versa Note
3026,Versa Note
3027,Viper
3028,Viper
3029,Viper
3030,Viper
3031,Viper
3032,Viper
3033,Viper
3034,Viper
3035,Viper
3036,Viper
3037,Viper
3038,Viper
3039,Viper
3040,Viper
3041,WRX
3042,WRX
3043,WRX
3044,WRX
3045,WRX
3046,WRX
3047,WRX
3048,WRX
3049,WRX
3050,WRX
3051,WRX
3052,WRX
3053,WRX
3054,WRX
3055,WRX
3056,WRX
3057,WRX
3058,WRX
3059,WRX
3060,WRX
3061,WRX
3062,WRX
3063,WRX
3064,WRX
3065,WRX
3066,X1
3067,X1
3068,X1
3069,X1
3070,X1
3071,X1
3072,X3
3073,X3
3074,X3
3075,X3
3076,X3
3077,X3
3078,X3
3079,X3
3080,X3
3081,X3
3082,X3
3083,X3
3084,X4
3085,X4
3086,X4
3087,X4
3088,X4
3089,X4
3090,X4
3091,X5 M
3092,X5 M
3093,X5 M
3094,X5
3095,X5
3096,X5
3097,X5
3098,X5
3099,X5
3100,X5
3101,X5
3102,X5
3103,X5
3104,X5
3105,X5
3106,X6 M
3107,X6 M
3108,X6 M
3109,X6
3110,X6
3111,X6
3112,X6
3113,X6
3114,X6
3115,X6
3116,X6
3117,X6
3118,XV Crosstrek
3119,XV Crosstrek
3120,XV Crosstrek
3121,XV Crosstrek
3122,XV Crosstrek
3123,XV Crosstrek
3124,XV Crosstrek
3125,XV Crosstrek
3126,XV Crosstrek
3127,XV Crosstrek
3128,XV Crosstrek
3129,XV Crosstrek
3130,XV Crosstrek
3131,XV Crosstrek
3132,Z3
3133,Z3
3134,Z3
3135,Z3
3136,Z3
3137,Z3
3138,Z3
3139,Z3
3140,Z3
3141,Z4 M
3142,Z4 M
3143,Z4 M
3144,Z4 M
3145,Z4
3146,Z4
3147,Z4
3148,Z4
3149,Z4
3150,Z4
3151,Z4
3152,Z4
3153,Z4
3154,Z8
3155,Z8
3156,Z8
